unitid,institution name,year,HD2019.State abbreviation,HD2019.Sector of institution,HD2019.Historically Black College or University,DRVC2019.Associate's degree,DRVC2019.Bachelor's degree,DRVC2019.Master's degree,DRVC2019.Doctor's degree - research/scholarship,DRVC2019.Doctor's degree - professional practice,DRVC2019.Doctor's degree - other,DRVC2019.Certificates of less than 1-year,DRVC2019.Certificates of 1 but less than 2-years,DRVC2019.Certificates of 2 but less than 4-years,DRVC2019.Postbaccalaureate certificates,DRVC2019.Post-master's certificates,DRVC2019.Number of students receiving an Associate's degree,DRVC2019.Number of students receiving a Bachelor's degree,DRVC2019.Number of students receiving a Master's degree,DRVC2019.Number of students receiving a Doctor's degree,DRVC2019.Number of students receiving a certificate of less than 1-year,DRVC2019.Number of students receiving a certificate of 1 but less than 4-years,DRVC2019.Number of students receiving a Postbaccalaureate or Post-master's certificate
375540,Toledo Academy of Beauty Culture-East,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,102,0,0,,,0,,,,102,0,
480064,Purdue University Global-Augusta,2019,Maine,"Public, 4-year or above",No,,,,,,,,,,,,,,,,,,
204945,Owens Community College,2019,Ohio,"Public, 2-year",No,1118,,,,,,357,96,0,,,1076,,,,297,96,
488952,Ross Medical Education Center-Elyria,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,0,116,0,,,0,,,,0,116,
237899,West Virginia State University,2019,West Virginia,"Public, 4-year or above",Yes,0,342,38,0,0,0,0,1,0,0,0,0,342,38,0,0,1,0
444893,Technical Learning Centers Inc,2019,District of Columbia,"Private for-profit, less-than 2-year",No,0,,,,,,0,218,0,,,0,,,,0,187,
493682,American Institute of Healthcare & Technology,2019,Connecticut,"Private for-profit, 2-year",No,0,,,,,,60,0,7,,,0,,,,60,7,
203757,Lourdes University,2019,Ohio,"Private not-for-profit, 4-year or above",No,6,184,62,0,0,0,1,0,0,0,1,6,184,62,0,1,0,1
490896,Advantage Career Institute,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,243,0,0,,,0,,,,243,0,
250902,Moler-Pickens Beauty Academy,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,26,28,10,,,0,,,,26,38,
128577,Asnuntuck Community College,2019,Connecticut,"Public, 2-year",No,153,,,,,,199,100,0,,,149,,,,160,100,
183789,Berkeley College-Woodland Park,2019,New Jersey,"Private for-profit, 4-year or above",No,396,485,46,0,0,0,0,336,0,0,0,396,485,46,0,0,336,0
439899,Rosedale Bible College,2019,Ohio,"Private not-for-profit, 2-year",No,11,,,,,,0,0,0,,,11,,,,0,0,
164580,Babson College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,548,528,0,0,0,0,0,0,91,0,0,548,528,0,0,0,91
205179,Fortis College-Centerville,2019,Ohio,"Private for-profit, 2-year",No,105,,,,,,0,116,0,,,105,,,,0,116,
233408,Riverside College of Health Careers,2019,Virginia,"Private not-for-profit, 2-year",No,137,,,,,,0,30,0,,,137,,,,0,30,
217493,Rhode Island School of Design,2019,Rhode Island,"Private not-for-profit, 4-year or above",No,0,501,213,0,0,0,0,0,0,0,0,0,480,213,0,0,0,0
130943,University of Delaware,2019,Delaware,"Public, 4-year or above",No,271,4320,1029,263,54,0,0,0,0,0,0,271,4320,1029,317,0,0,0
234085,Virginia Military Institute,2019,Virginia,"Public, 4-year or above",No,0,351,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0
187046,Thomas Edison State University,2019,New Jersey,"Public, 4-year or above",No,419,1917,201,0,8,0,0,31,0,23,0,417,1911,201,8,0,29,22
164368,Hult International Business School,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,110,1598,0,0,0,0,0,0,0,0,0,110,1136,0,0,0,0
491473,Polytech Adult Education,2019,Delaware,"Public, less-than 2-year",No,0,,,,,,146,30,0,,,0,,,,146,30,
206695,Youngstown State University,2019,Ohio,"Public, 4-year or above",No,147,1615,407,20,29,0,77,1,0,23,0,147,1602,407,49,75,1,21
131830,National Conservatory of Dramatic Arts,2019,District of Columbia,"Private not-for-profit, 2-year",No,0,,,,,,0,10,14,,,0,,,,0,24,
129932,New England Tractor Trailer Training School of Connecticut,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,777,0,0,,,0,,,,777,0,
167738,Salter College-West Boylston,2019,Massachusetts,"Private for-profit, 2-year",No,,,,,,,,,,,,,,,,,,
461290,American Academy of Health and Beauty,2019,New Hampshire,"Private for-profit, less-than 2-year",No,0,,,,,,28,15,0,,,0,,,,28,15,
202903,Gods Bible School and College,2019,Ohio,"Private not-for-profit, 4-year or above",No,18,24,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0
203599,Lakeland Community College,2019,Ohio,"Public, 2-year",No,979,,,,,,266,52,0,,,899,,,,199,51,
217402,Providence College,2019,Rhode Island,"Private not-for-profit, 4-year or above",No,2,975,215,0,0,0,109,19,0,12,0,2,975,215,0,109,19,12
407407,Capri Institute of Hair Design-Kenilworth,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,47,19,0,,,0,,,,47,19,
203997,Methodist Theological School in Ohio,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,0,41,0,1,0,0,0,0,2,0,0,0,41,1,0,0,2
234173,Virginia Wesleyan University,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,259,19,0,0,0,0,0,0,0,0,0,259,19,0,0,0,0
232681,University of Mary Washington,2019,Virginia,"Public, 4-year or above",No,0,1021,153,0,0,0,29,0,0,1,0,0,1021,153,0,29,0,1
364575,Roane-Jackson Technical Center,2019,West Virginia,"Public, 2-year",No,0,,,,,,0,17,9,,,0,,,,0,26,
434344,Toni & Guy Hairdressing Academy-Worcester,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,0,175,0,,,0,,,,0,175,
203739,Ohio Business College-Sandusky,2019,Ohio,"Private for-profit, 2-year",No,24,,,,,,28,35,0,,,24,,,,28,35,
433040,Monty Tech,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,28,0,,,0,,,,0,28,
186201,Ramapo College of New Jersey,2019,New Jersey,"Public, 4-year or above",No,0,1307,239,0,0,0,0,0,0,0,0,0,1305,239,0,0,0,0
184205,Cumberland County College,2019,New Jersey,"Public, 2-year",No,568,,,,,,1,170,0,,,560,,,,1,163,
458122,Institute of Advanced Medical Esthetics,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,36,0,0,,,0,,,,32,0,
479965,Medical Career Institute,2019,New Jersey,"Private for-profit, 2-year",No,0,,,,,,67,15,14,,,0,,,,67,27,
129181,Lincoln Technical Institute-East Windsor,2019,Connecticut,"Private for-profit, 2-year",No,0,,,,,,1,432,2,,,0,,,,1,434,
217420,Rhode Island College,2019,Rhode Island,"Public, 4-year or above",No,0,1337,270,5,4,0,46,0,0,55,11,0,1306,270,9,46,0,66
161244,University of Maine at Machias,2019,Maine,"Public, 4-year or above",No,12,74,0,0,0,0,17,6,0,0,0,12,73,0,0,17,6,0
487302,Fortis College-Cuyahoga Falls,2019,Ohio,"Private for-profit, 2-year",No,54,,,,,,0,179,0,,,54,,,,0,179,
203289,International College of Broadcasting,2019,Ohio,"Private for-profit, 2-year",No,24,,,,,,0,1,0,,,22,,,,0,1,
482574,DeVry University-Ohio,2019,Ohio,"Private for-profit, 4-year or above",No,20,147,68,0,0,0,0,0,0,4,0,20,147,68,0,0,0,4
455187,Total Image Beauty Academy,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,57,98,0,,,0,,,,57,98,
163976,St. John's College,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,81,26,0,0,0,0,0,0,0,0,0,81,26,0,0,0,0
383312,Buckeye Joint Vocational School,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,76,5,0,,,0,,,,76,5,
168005,Suffolk University,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,1243,573,6,312,0,18,16,1,12,2,0,1221,516,316,18,16,14
166957,Mount Wachusett Community College,2019,Massachusetts,"Public, 2-year",No,577,,,,,,158,57,0,,,572,,,,155,57,
165529,Curry College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,673,115,0,0,0,0,0,0,0,0,0,673,115,0,0,0,0
130174,Porter and Chester Institute of Stratford,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,0,1429,0,,,0,,,,0,1429,
130776,Western Connecticut State University,2019,Connecticut,"Public, 4-year or above",No,8,987,144,0,5,0,0,0,0,0,1,8,987,144,5,0,0,1
183859,Brookdale Community College,2019,New Jersey,"Public, 2-year",No,1797,,,,,,15,34,0,,,1781,,,,14,33,
231581,Bridgewater College,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,387,6,0,0,0,0,0,0,0,0,0,387,6,0,0,0,0
238078,Wheeling University,2019,West Virginia,"Private not-for-profit, 4-year or above",No,0,164,69,0,56,0,0,12,0,0,1,0,151,69,56,0,12,1
204440,Northwest State Community College,2019,Ohio,"Public, 2-year",No,221,,,,,,60,68,0,,,210,,,,60,60,
479248,Columbia College,2019,Virginia,"Private for-profit, 2-year",No,0,,,,,,12,142,0,,,0,,,,12,142,
161299,Maine Maritime Academy,2019,Maine,"Public, 4-year or above",No,4,207,14,0,0,0,0,0,0,0,0,4,207,14,0,0,0,0
204662,Ohio State University Agricultural Technical Institute,2019,Ohio,"Public, 2-year",No,222,,,,,,0,2,0,,,221,,,,0,2,
206589,The College of Wooster,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,450,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0
217305,New England Institute of Technology,2019,Rhode Island,"Private not-for-profit, 4-year or above",No,744,306,54,0,0,0,0,0,0,0,0,744,306,54,0,0,0,0
162830,Aveda Institute-Maryland,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,36,74,0,,,0,,,,36,74,
452540,Community Technology Learning Center of Portage,2019,Ohio,"Private not-for-profit, less-than 2-year",No,0,,,,,,1,0,0,,,0,,,,1,0,
130509,Stone Academy-West Haven,2019,Connecticut,"Private for-profit, 2-year",No,0,,,,,,42,52,131,,,0,,,,42,183,
484765,University of Phoenix-Virginia,2019,Virginia,"Private for-profit, 4-year or above",No,0,44,37,0,0,0,1,0,0,0,0,0,44,37,0,1,0,0
183123,Lakes Region Community College,2019,New Hampshire,"Public, 2-year",No,169,,,,,,16,2,0,,,158,,,,16,2,
448354,Eastern International College-Belleville,2019,New Jersey,"Private for-profit, 4-year or above",No,41,18,0,0,0,0,0,0,0,0,0,41,18,0,0,0,0,0
205957,Franciscan University of Steubenville,2019,Ohio,"Private not-for-profit, 4-year or above",No,37,426,184,0,0,0,0,0,0,0,1,37,426,184,0,0,0,1
184481,Essex County College,2019,New Jersey,"Public, 2-year",No,1073,,,,,,6,27,0,,,1072,,,,6,27,
204015,Miami University-Middletown,2019,Ohio,"Public, 4-year or above",No,76,164,0,0,0,0,0,0,0,0,0,76,163,0,0,0,0,0
161855,Baltimore Studio of Hair Design,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,0,18,0,,,0,,,,0,18,
366438,Blades School of Hair Design,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,0,31,0,,,0,,,,0,31,
417248,CT Aero Tech School,2019,Connecticut,"Public, 2-year",No,0,,,,,,0,0,7,,,0,,,,0,7,
201159,Auburn Career Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,167,26,0,,,0,,,,167,26,
203146,Hobart Institute of Welding Technology,2019,Ohio,"Private not-for-profit, less-than 2-year",No,0,,,,,,39,293,0,,,0,,,,39,293,
237367,Fairmont State University,2019,West Virginia,"Public, 4-year or above",No,105,683,78,0,0,0,0,0,0,0,0,105,633,78,0,0,0,0
455284,Paul Mitchell the School-Cincinnati,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,0,100,0,,,0,,,,0,100,
165644,Eastern Nazarene College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,8,144,63,0,0,0,0,0,0,0,0,8,143,63,0,0,0,0
442806,Edward Via College of Osteopathic Medicine,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,0,0,0,483,0,0,0,0,0,0,0,0,0,483,0,0,0
437237,IYRS School of Technology & Trades,2019,Rhode Island,"Private not-for-profit, 2-year",No,0,,,,,,0,40,17,,,0,,,,0,56,
233082,Southside College of Health Sciences,2019,Virginia,"Private for-profit, 2-year",No,74,,,,,,0,0,0,,,74,,,,0,0,
231004,O'Briens Aveda Institute,2019,Vermont,"Private for-profit, less-than 2-year",No,0,,,,,,3,43,0,,,0,,,,3,43,
206011,Terra State Community College,2019,Ohio,"Public, 2-year",No,183,,,,,,143,90,0,,,183,,,,143,90,
162210,Washington Adventist University,2019,Maryland,"Private not-for-profit, 4-year or above",No,19,172,66,0,0,0,0,0,0,0,0,19,172,66,0,0,0,0
203720,Ohio Business College-Sheffield,2019,Ohio,"Private for-profit, 2-year",No,36,,,,,,24,35,0,,,36,,,,24,35,
186423,Saint Francis Medical Center School of Nursing,2019,New Jersey,"Private not-for-profit, 2-year",No,0,,,,,,0,0,40,,,0,,,,0,40,
419095,Charles H McCann Technical School,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,22,0,,,0,,,,0,22,
232308,Hollins University,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,141,83,0,0,0,0,0,0,0,0,0,141,83,0,0,0,0
231420,Averett University,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,170,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0
203483,Kent State University at Tuscarawas,2019,Ohio,"Public, 4-year or above",No,292,44,0,0,0,0,17,0,0,0,0,288,44,0,0,17,0,0
206154,Tri-State Bible College,2019,Ohio,"Private not-for-profit, 4-year or above",No,2,3,3,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0
440004,Upper Valley Educators Institute,2019,New Hampshire,"Private not-for-profit, 4-year or above",No,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,22
237473,James Rumsey Technical Institute,2019,West Virginia,"Public, less-than 2-year",No,0,,,,,,28,95,0,,,0,,,,28,95,
455983,Columbia College,2019,Virginia,"Private for-profit, 2-year",No,31,,,,,,2,77,0,,,31,,,,2,77,
161226,University of Maine at Farmington,2019,Maine,"Public, 4-year or above",No,0,355,23,0,0,0,0,0,0,44,0,0,355,23,0,0,0,44
405021,Ohio State School of Cosmetology,2019,Ohio,"Private for-profit, 2-year",No,,,,,,,,,,,,,,,,,,
452081,Ross College-Sylvania,2019,Ohio,"Private for-profit, 2-year",No,163,,,,,,0,167,0,,,163,,,,0,167,
414124,Motoring Technical Training Institute,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,266,0,0,,,0,,,,266,0,
243799,Blue Hills Regional Technical School,2019,Massachusetts,"Public, less-than 2-year",No,0,,,,,,0,38,0,,,0,,,,0,38,
185828,New Jersey Institute of Technology,2019,New Jersey,"Public, 4-year or above",No,0,1646,1103,56,0,0,0,0,0,89,0,0,1640,1101,56,0,0,89
185396,Lincoln Technical Institute-Union,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,25,671,0,,,0,,,,25,671,
166638,University of Massachusetts-Boston,2019,Massachusetts,"Public, 4-year or above",No,0,2469,876,79,7,0,4,0,0,210,22,0,2469,869,86,4,0,231
449472,Delaware Learning Institute of Cosmetology,2019,Delaware,"Private for-profit, less-than 2-year",No,0,,,,,,18,19,0,,,0,,,,13,19,
491710,Yeshiva Gedolah of Cliffwood,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
461962,Northeast Technical Institute,2019,Maine,"Private for-profit, less-than 2-year",No,0,,,,,,306,2,0,,,0,,,,306,2,
407179,Empire Beauty School-Malden,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,0,41,0,,,0,,,,0,41,
237385,Glenville State College,2019,West Virginia,"Public, 4-year or above",No,141,184,0,0,0,0,0,0,0,0,0,140,179,0,0,0,0,0
476629,Salon Institute-Toledo Campus,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,0,9,40,,,0,,,,0,49,
443492,Pierpont Community and Technical College,2019,West Virginia,"Public, 2-year",No,336,,,,,,0,30,0,,,336,,,,0,30,
441858,Eastern Virginia Career College,2019,Virginia,"Private for-profit, 2-year",No,92,,,,,,58,36,0,,,92,,,,58,36,
204848,Ohio University-Lancaster Campus,2019,Ohio,"Public, 4-year or above",No,66,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
444200,Harris School of Business-Dover Campus,2019,Delaware,"Private for-profit, less-than 2-year",No,0,,,,,,26,74,0,,,0,,,,26,74,
128771,Central Connecticut State University,2019,Connecticut,"Public, 4-year or above",No,0,2007,614,5,5,0,0,0,0,52,138,0,2006,614,10,0,0,190
183132,Manchester Community College,2019,New Hampshire,"Public, 2-year",No,364,,,,,,137,10,0,,,357,,,,122,10,
459745,The Chicago School of Professional Psychology at Washington DC,2019,District of Columbia,"Private not-for-profit, 4-year or above",No,0,0,58,10,7,0,0,0,0,0,0,0,0,58,17,0,0,0
163541,Hair Academy Inc-New Carrollton,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,37,131,0,,,0,,,,37,131,
131061,Schilling-Douglas School of Hair Design LLC,2019,Delaware,"Private for-profit, less-than 2-year",No,0,,,,,,25,39,0,,,0,,,,25,39,
383330,Sandusky Career Center,2019,Ohio,"Public, 2-year",No,0,,,,,,18,48,0,,,0,,,,18,48,
203438,Casal Aveda Institute,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,54,20,24,,,0,,,,54,44,
442815,The Salter School-Malden Campus,2019,Massachusetts,"Private for-profit, less-than 2-year",No,,,,,,,,,,,,,,,,,,
130590,Trinity College,2019,Connecticut,"Private not-for-profit, 4-year or above",No,0,506,31,0,0,0,0,0,0,0,0,0,506,31,0,0,0,0
419420,Putnam Career and Technical Center,2019,West Virginia,"Public, less-than 2-year",No,0,,,,,,0,77,0,,,0,,,,0,77,
456074,Paul Mitchell the School-Columbus,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,0,86,0,,,0,,,,0,86,
163268,University of Maryland-Baltimore County,2019,Maryland,"Public, 4-year or above",No,0,2658,624,81,0,0,0,0,99,128,0,0,2540,624,81,0,98,125
375568,U S Grant Joint Vocational School,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,97,0,0,,,0,,,,74,0,
163204,University of Maryland Global Campus,2019,Maryland,"Public, 4-year or above",No,1719,6346,4456,0,46,0,0,0,437,481,0,1719,6345,4455,46,0,416,451
217156,Brown University,2019,Rhode Island,"Private not-for-profit, 4-year or above",No,0,1697,846,225,128,0,0,0,0,0,0,0,1697,843,353,0,0,0
206491,Wilberforce University,2019,Ohio,"Private not-for-profit, 4-year or above",Yes,0,56,7,0,0,0,0,0,0,0,0,0,56,7,0,0,0,0
201496,Butler Technology and Career Development Schools,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,123,87,0,,,0,,,,123,87,
204185,University of Mount Union,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,436,48,0,26,0,0,0,0,0,0,0,436,48,26,0,0,0
129242,Fairfield University,2019,Connecticut,"Private not-for-profit, 4-year or above",No,0,947,389,0,31,0,0,0,0,0,27,0,947,388,31,0,0,27
164465,Amherst College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,482,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0
167598,Regis College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,149,396,187,0,29,0,2,65,0,0,0,149,394,187,29,2,65,0
167358,Northeastern University,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,4085,2652,200,444,0,0,0,0,0,31,0,4085,2652,644,0,0,31
442383,West Virginia Junior College-Bridgeport,2019,West Virginia,"Private for-profit, 2-year",No,41,,,,,,0,16,0,,,41,,,,0,16,
434308,Cortiva Institute-Baltimore,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,88,0,0,,,0,,,,88,0,
231059,Saint Michael's College,2019,Vermont,"Private not-for-profit, 4-year or above",No,0,427,64,0,0,0,0,0,0,0,5,0,427,64,0,0,0,5
494621,Lotus School of Integrated Professions,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,32,0,0,,,0,,,,32,0,
233541,Shenandoah University,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,545,274,97,113,0,0,23,0,40,17,0,545,274,210,0,23,57
206321,Upper Valley Career Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,23,26,0,,,0,,,,23,26,
453756,The Ohio Media School-Columbus,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,127,0,0,,,0,,,,127,0,
184603,Fairleigh Dickinson University-Metropolitan Campus,2019,New Jersey,"Private not-for-profit, 4-year or above",No,72,732,761,0,38,0,0,0,0,1,100,72,732,758,38,0,0,91
183275,Thomas More College of Liberal Arts,2019,New Hampshire,"Private not-for-profit, 4-year or above",No,0,25,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
491978,Another Level Barbering and Cosmetology School,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,10,0,,,0,,,,0,10,
163347,Fortis Institute-Towson,2019,Maryland,"Private for-profit, less-than 2-year",No,0,,,,,,23,181,0,,,0,,,,23,181,
205142,Raphael's School of Beauty Culture Inc-Niles,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,17,6,41,,,0,,,,17,46,
183725,Fortis Institute-Wayne,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,16,336,0,,,0,,,,16,336,
237969,West Virginia Wesleyan College,2019,West Virginia,"Private not-for-profit, 4-year or above",No,0,241,54,0,0,0,0,0,0,0,0,0,239,54,0,0,0,0
451042,Branford Academy of Hair and Cosmetology,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,5,33,0,,,0,,,,5,20,
183822,Bloomfield College,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,283,18,0,0,0,0,0,7,0,0,0,283,18,0,0,7,0
204176,Mount Carmel College of Nursing,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,333,66,0,2,0,0,0,0,0,12,0,333,66,2,0,0,12
201803,Choffin Career  and Technical Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,0,61,0,,,0,,,,0,61,
233921,Virginia Polytechnic Institute and State University,2019,Virginia,"Public, 4-year or above",No,54,6835,1501,469,160,0,0,0,0,198,25,54,6482,1495,628,0,0,213
480736,Ace Cosmetology and Barber Training Center,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,0,39,0,,,0,,,,0,39,
183071,University of New Hampshire at Manchester,2019,New Hampshire,"Public, 4-year or above",No,4,195,0,0,0,0,0,0,0,0,0,4,194,0,0,0,0,0
187134,The College of New Jersey,2019,New Jersey,"Public, 4-year or above",No,0,1685,326,0,0,0,0,0,0,76,21,0,1685,326,0,0,0,97
481429,Universal Training Institute,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,0,47,0,,,0,,,,0,47,
233842,Union Presbyterian Seminary,2019,Virginia,"Private not-for-profit, 4-year or above",No,0,0,35,1,0,0,0,0,0,0,0,0,0,32,1,0,0,0
202949,Great Oaks Career Campuses,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,76,190,0,,,0,,,,76,190,
491613,Yeshiva Gedolah Tiferes Boruch,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
